Datetime,AEP_MW
2005-03-02 01:00:00,17218.0
2005-03-02 02:00:00,16924.0
2005-03-02 03:00:00,16723.0
2005-03-02 04:00:00,16830.0
2005-03-02 05:00:00,17091.0
2005-03-02 06:00:00,17903.0
2005-03-02 07:00:00,19200.0
2005-03-02 08:00:00,19771.0
2005-03-02 09:00:00,19860.0
2005-03-02 10:00:00,19733.0
2005-03-02 11:00:00,19457.0
2005-03-02 12:00:00,19104.0
2005-03-02 13:00:00,18812.0
2005-03-02 14:00:00,18543.0
2005-03-02 15:00:00,18326.0
2005-03-02 16:00:00,18051.0
2005-03-02 17:00:00,18238.0
2005-03-02 18:00:00,18642.0
2005-03-02 19:00:00,19426.0
2005-03-02 20:00:00,19966.0
2005-03-02 21:00:00,19843.0
2005-03-02 22:00:00,19376.0
2005-03-02 23:00:00,18531.0
2005-03-02 00:00:00,17954.0
