Datetime,DAYTON_MW
2006-01-16 01:00:00,1826.0
2006-01-16 02:00:00,1791.0
2006-01-16 03:00:00,1786.0
2006-01-16 04:00:00,1784.0
2006-01-16 05:00:00,1830.0
2006-01-16 06:00:00,1927.0
2006-01-16 07:00:00,2093.0
2006-01-16 08:00:00,2239.0
2006-01-16 09:00:00,2276.0
2006-01-16 10:00:00,2307.0
2006-01-16 11:00:00,2317.0
2006-01-16 12:00:00,2287.0
2006-01-16 13:00:00,2248.0
2006-01-16 14:00:00,2212.0
2006-01-16 15:00:00,2144.0
2006-01-16 16:00:00,2096.0
2006-01-16 17:00:00,2089.0
2006-01-16 18:00:00,2182.0
2006-01-16 19:00:00,2356.0
2006-01-16 20:00:00,2336.0
2006-01-16 21:00:00,2284.0
2006-01-16 22:00:00,2201.0
2006-01-16 23:00:00,2047.0
2006-01-16 00:00:00,1891.0
