Datetime,DAYTON_MW
2007-01-22 01:00:00,1944.0
2007-01-22 02:00:00,1901.0
2007-01-22 03:00:00,1879.0
2007-01-22 04:00:00,1880.0
2007-01-22 05:00:00,1928.0
2007-01-22 06:00:00,2080.0
2007-01-22 07:00:00,2300.0
2007-01-22 08:00:00,2502.0
2007-01-22 09:00:00,2514.0
2007-01-22 10:00:00,2528.0
2007-01-22 11:00:00,2540.0
2007-01-22 12:00:00,2534.0
2007-01-22 13:00:00,2538.0
2007-01-22 14:00:00,2524.0
2007-01-22 15:00:00,2505.0
2007-01-22 16:00:00,2473.0
2007-01-22 17:00:00,2495.0
2007-01-22 18:00:00,2584.0
2007-01-22 19:00:00,2679.0
2007-01-22 20:00:00,2652.0
2007-01-22 21:00:00,2596.0
2007-01-22 22:00:00,2494.0
2007-01-22 23:00:00,2333.0
2007-01-22 00:00:00,2042.0
