Datetime,DAYTON_MW
2010-08-17 01:00:00,1879.0
2010-08-17 02:00:00,1755.0
2010-08-17 03:00:00,1670.0
2010-08-17 04:00:00,1625.0
2010-08-17 05:00:00,1629.0
2010-08-17 06:00:00,1714.0
2010-08-17 07:00:00,1885.0
2010-08-17 08:00:00,1984.0
2010-08-17 09:00:00,2099.0
2010-08-17 10:00:00,2223.0
2010-08-17 11:00:00,2360.0
2010-08-17 12:00:00,2459.0
2010-08-17 13:00:00,2561.0
2010-08-17 14:00:00,2651.0
2010-08-17 15:00:00,2734.0
2010-08-17 16:00:00,2746.0
2010-08-17 17:00:00,2739.0
2010-08-17 18:00:00,2724.0
2010-08-17 19:00:00,2652.0
2010-08-17 20:00:00,2554.0
2010-08-17 21:00:00,2529.0
2010-08-17 22:00:00,2507.0
2010-08-17 23:00:00,2312.0
2010-08-17 00:00:00,2068.0
