Datetime,DAYTON_MW
2012-03-30 01:00:00,1553.0
2012-03-30 02:00:00,1497.0
2012-03-30 03:00:00,1469.0
2012-03-30 04:00:00,1466.0
2012-03-30 05:00:00,1499.0
2012-03-30 06:00:00,1603.0
2012-03-30 07:00:00,1819.0
2012-03-30 08:00:00,1952.0
2012-03-30 09:00:00,1967.0
2012-03-30 10:00:00,1985.0
2012-03-30 11:00:00,1977.0
2012-03-30 12:00:00,1943.0
2012-03-30 13:00:00,1932.0
2012-03-30 14:00:00,1913.0
2012-03-30 15:00:00,1904.0
2012-03-30 16:00:00,1869.0
2012-03-30 17:00:00,1861.0
2012-03-30 18:00:00,1828.0
2012-03-30 19:00:00,1808.0
2012-03-30 20:00:00,1828.0
2012-03-30 21:00:00,1845.0
2012-03-30 22:00:00,1790.0
2012-03-30 23:00:00,1666.0
2012-03-30 00:00:00,1629.0
