Datetime,DAYTON_MW
2015-04-10 01:00:00,1583.0
2015-04-10 02:00:00,1521.0
2015-04-10 03:00:00,1479.0
2015-04-10 04:00:00,1440.0
2015-04-10 05:00:00,1461.0
2015-04-10 06:00:00,1555.0
2015-04-10 07:00:00,1752.0
2015-04-10 08:00:00,1846.0
2015-04-10 09:00:00,1868.0
2015-04-10 10:00:00,1911.0
2015-04-10 11:00:00,1940.0
2015-04-10 12:00:00,1921.0
2015-04-10 13:00:00,1912.0
2015-04-10 14:00:00,1898.0
2015-04-10 15:00:00,1866.0
2015-04-10 16:00:00,1823.0
2015-04-10 17:00:00,1790.0
2015-04-10 18:00:00,1755.0
2015-04-10 19:00:00,1725.0
2015-04-10 20:00:00,1707.0
2015-04-10 21:00:00,1779.0
2015-04-10 22:00:00,1783.0
2015-04-10 23:00:00,1690.0
2015-04-10 00:00:00,1679.0
