Datetime,DAYTON_MW
2014-05-31 01:00:00,1675.0
2014-05-31 02:00:00,1544.0
2014-05-31 03:00:00,1460.0
2014-05-31 04:00:00,1416.0
2014-05-31 05:00:00,1400.0
2014-05-31 06:00:00,1411.0
2014-05-31 07:00:00,1424.0
2014-05-31 08:00:00,1509.0
2014-05-31 09:00:00,1660.0
2014-05-31 10:00:00,1774.0
2014-05-31 11:00:00,1881.0
2014-05-31 12:00:00,1948.0
2014-05-31 13:00:00,2009.0
2014-05-31 14:00:00,2066.0
2014-05-31 15:00:00,2124.0
2014-05-31 16:00:00,2170.0
2014-05-31 17:00:00,2235.0
2014-05-31 18:00:00,2263.0
2014-05-31 19:00:00,2232.0
2014-05-31 20:00:00,2176.0
2014-05-31 21:00:00,2072.0
2014-05-31 22:00:00,2030.0
2014-05-31 23:00:00,1917.0
2014-05-31 00:00:00,1853.0
