Datetime,DAYTON_MW
2005-12-05 01:00:00,2017.0
2005-12-05 02:00:00,1973.0
2005-12-05 03:00:00,1945.0
2005-12-05 04:00:00,1964.0
2005-12-05 05:00:00,2021.0
2005-12-05 06:00:00,2166.0
2005-12-05 07:00:00,2425.0
2005-12-05 08:00:00,2603.0
2005-12-05 09:00:00,2598.0
2005-12-05 10:00:00,2591.0
2005-12-05 11:00:00,2594.0
2005-12-05 12:00:00,2574.0
2005-12-05 13:00:00,2563.0
2005-12-05 14:00:00,2542.0
2005-12-05 15:00:00,2509.0
2005-12-05 16:00:00,2511.0
2005-12-05 17:00:00,2546.0
2005-12-05 18:00:00,2735.0
2005-12-05 19:00:00,2810.0
2005-12-05 20:00:00,2792.0
2005-12-05 21:00:00,2762.0
2005-12-05 22:00:00,2682.0
2005-12-05 23:00:00,2513.0
2005-12-05 00:00:00,2103.0
