Datetime,DAYTON_MW
2005-12-20 01:00:00,2461.0
2005-12-20 02:00:00,2406.0
2005-12-20 03:00:00,2379.0
2005-12-20 04:00:00,2383.0
2005-12-20 05:00:00,2447.0
2005-12-20 06:00:00,2580.0
2005-12-20 07:00:00,2816.0
2005-12-20 08:00:00,2968.0
2005-12-20 09:00:00,2946.0
2005-12-20 10:00:00,2895.0
2005-12-20 11:00:00,2832.0
2005-12-20 12:00:00,2745.0
2005-12-20 13:00:00,2685.0
2005-12-20 14:00:00,2639.0
2005-12-20 15:00:00,2590.0
2005-12-20 16:00:00,2546.0
2005-12-20 17:00:00,2583.0
2005-12-20 18:00:00,2786.0
2005-12-20 19:00:00,2872.0
2005-12-20 20:00:00,2856.0
2005-12-20 21:00:00,2799.0
2005-12-20 22:00:00,2711.0
2005-12-20 23:00:00,2558.0
2005-12-20 00:00:00,2581.0
