Datetime,DAYTON_MW
2009-11-02 01:00:00,1596.0
2009-11-02 02:00:00,1506.0
2009-11-02 03:00:00,1628.0
2009-11-02 04:00:00,1584.0
2009-11-02 05:00:00,1643.0
2009-11-02 06:00:00,1800.0
2009-11-02 07:00:00,2053.0
2009-11-02 08:00:00,2164.0
2009-11-02 09:00:00,2164.0
2009-11-02 10:00:00,2148.0
2009-11-02 11:00:00,2133.0
2009-11-02 12:00:00,2098.0
2009-11-02 13:00:00,2079.0
2009-11-02 14:00:00,2069.0
2009-11-02 15:00:00,2043.0
2009-11-02 16:00:00,1981.0
2009-11-02 17:00:00,1924.0
2009-11-02 18:00:00,2098.0
2009-11-02 19:00:00,2171.0
2009-11-02 20:00:00,2144.0
2009-11-02 21:00:00,2097.0
2009-11-02 22:00:00,2002.0
2009-11-02 23:00:00,1875.0
2009-11-02 00:00:00,1703.0
