Datetime,DAYTON_MW
2009-07-16 01:00:00,1966.0
2009-07-16 02:00:00,1845.0
2009-07-16 03:00:00,1761.0
2009-07-16 04:00:00,1720.0
2009-07-16 05:00:00,1730.0
2009-07-16 06:00:00,1811.0
2009-07-16 07:00:00,1951.0
2009-07-16 08:00:00,2130.0
2009-07-16 09:00:00,2282.0
2009-07-16 10:00:00,2416.0
2009-07-16 11:00:00,2555.0
2009-07-16 12:00:00,2642.0
2009-07-16 13:00:00,2719.0
2009-07-16 14:00:00,2785.0
2009-07-16 15:00:00,2822.0
2009-07-16 16:00:00,2797.0
2009-07-16 17:00:00,2786.0
2009-07-16 18:00:00,2777.0
2009-07-16 19:00:00,2724.0
2009-07-16 20:00:00,2630.0
2009-07-16 21:00:00,2508.0
2009-07-16 22:00:00,2461.0
2009-07-16 23:00:00,2326.0
2009-07-16 00:00:00,2144.0
