Datetime,DAYTON_MW
2013-08-23 01:00:00,1814.0
2013-08-23 02:00:00,1716.0
2013-08-23 03:00:00,1650.0
2013-08-23 04:00:00,1611.0
2013-08-23 05:00:00,1619.0
2013-08-23 06:00:00,1726.0
2013-08-23 07:00:00,1951.0
2013-08-23 08:00:00,2075.0
2013-08-23 09:00:00,2131.0
2013-08-23 10:00:00,2214.0
2013-08-23 11:00:00,2316.0
2013-08-23 12:00:00,2419.0
2013-08-23 13:00:00,2514.0
2013-08-23 14:00:00,2609.0
2013-08-23 15:00:00,2669.0
2013-08-23 16:00:00,2701.0
2013-08-23 17:00:00,2730.0
2013-08-23 18:00:00,2705.0
2013-08-23 19:00:00,2626.0
2013-08-23 20:00:00,2486.0
2013-08-23 21:00:00,2393.0
2013-08-23 22:00:00,2327.0
2013-08-23 23:00:00,2130.0
2013-08-23 00:00:00,1961.0
