Datetime,DAYTON_MW
2006-03-31 01:00:00,1666.0
2006-03-31 02:00:00,1603.0
2006-03-31 03:00:00,1567.0
2006-03-31 04:00:00,1565.0
2006-03-31 05:00:00,1584.0
2006-03-31 06:00:00,1716.0
2006-03-31 07:00:00,1919.0
2006-03-31 08:00:00,2033.0
2006-03-31 09:00:00,2100.0
2006-03-31 10:00:00,2132.0
2006-03-31 11:00:00,2159.0
2006-03-31 12:00:00,2154.0
2006-03-31 13:00:00,2148.0
2006-03-31 14:00:00,2129.0
2006-03-31 15:00:00,2091.0
2006-03-31 16:00:00,2029.0
2006-03-31 17:00:00,2009.0
2006-03-31 18:00:00,1994.0
2006-03-31 19:00:00,1989.0
2006-03-31 20:00:00,2063.0
2006-03-31 21:00:00,2026.0
2006-03-31 22:00:00,1939.0
2006-03-31 23:00:00,1804.0
2006-03-31 00:00:00,1763.0
