Datetime,DAYTON_MW
2007-09-17 01:00:00,1544.0
2007-09-17 02:00:00,1490.0
2007-09-17 03:00:00,1469.0
2007-09-17 04:00:00,1472.0
2007-09-17 05:00:00,1502.0
2007-09-17 06:00:00,1644.0
2007-09-17 07:00:00,1890.0
2007-09-17 08:00:00,2030.0
2007-09-17 09:00:00,2049.0
2007-09-17 10:00:00,2113.0
2007-09-17 11:00:00,2173.0
2007-09-17 12:00:00,2198.0
2007-09-17 13:00:00,2232.0
2007-09-17 14:00:00,2259.0
2007-09-17 15:00:00,2272.0
2007-09-17 16:00:00,2253.0
2007-09-17 17:00:00,2268.0
2007-09-17 18:00:00,2265.0
2007-09-17 19:00:00,2231.0
2007-09-17 20:00:00,2212.0
2007-09-17 21:00:00,2301.0
2007-09-17 22:00:00,2203.0
2007-09-17 23:00:00,2009.0
2007-09-17 00:00:00,1619.0
