Datetime,DAYTON_MW
2010-03-17 01:00:00,1640.0
2010-03-17 02:00:00,1596.0
2010-03-17 03:00:00,1579.0
2010-03-17 04:00:00,1583.0
2010-03-17 05:00:00,1644.0
2010-03-17 06:00:00,1778.0
2010-03-17 07:00:00,2032.0
2010-03-17 08:00:00,2204.0
2010-03-17 09:00:00,2179.0
2010-03-17 10:00:00,2151.0
2010-03-17 11:00:00,2115.0
2010-03-17 12:00:00,2068.0
2010-03-17 13:00:00,2040.0
2010-03-17 14:00:00,2007.0
2010-03-17 15:00:00,1983.0
2010-03-17 16:00:00,1924.0
2010-03-17 17:00:00,1880.0
2010-03-17 18:00:00,1866.0
2010-03-17 19:00:00,1850.0
2010-03-17 20:00:00,1875.0
2010-03-17 21:00:00,2008.0
2010-03-17 22:00:00,1970.0
2010-03-17 23:00:00,1851.0
2010-03-17 00:00:00,1730.0
