Datetime,DAYTON_MW
2010-11-20 01:00:00,1622.0
2010-11-20 02:00:00,1565.0
2010-11-20 03:00:00,1534.0
2010-11-20 04:00:00,1524.0
2010-11-20 05:00:00,1550.0
2010-11-20 06:00:00,1601.0
2010-11-20 07:00:00,1720.0
2010-11-20 08:00:00,1807.0
2010-11-20 09:00:00,1878.0
2010-11-20 10:00:00,1919.0
2010-11-20 11:00:00,1936.0
2010-11-20 12:00:00,1867.0
2010-11-20 13:00:00,1883.0
2010-11-20 14:00:00,1849.0
2010-11-20 15:00:00,1805.0
2010-11-20 16:00:00,1771.0
2010-11-20 17:00:00,1785.0
2010-11-20 18:00:00,1894.0
2010-11-20 19:00:00,1925.0
2010-11-20 20:00:00,1904.0
2010-11-20 21:00:00,1874.0
2010-11-20 22:00:00,1821.0
2010-11-20 23:00:00,1739.0
2010-11-20 00:00:00,1737.0
