Datetime,DAYTON_MW
2006-01-22 01:00:00,1754.0
2006-01-22 02:00:00,1703.0
2006-01-22 03:00:00,1679.0
2006-01-22 04:00:00,1670.0
2006-01-22 05:00:00,1675.0
2006-01-22 06:00:00,1712.0
2006-01-22 07:00:00,1789.0
2006-01-22 08:00:00,1879.0
2006-01-22 09:00:00,1949.0
2006-01-22 10:00:00,2015.0
2006-01-22 11:00:00,2033.0
2006-01-22 12:00:00,2039.0
2006-01-22 13:00:00,2034.0
2006-01-22 14:00:00,2016.0
2006-01-22 15:00:00,1990.0
2006-01-22 16:00:00,1980.0
2006-01-22 17:00:00,1998.0
2006-01-22 18:00:00,2126.0
2006-01-22 19:00:00,2215.0
2006-01-22 20:00:00,2210.0
2006-01-22 21:00:00,2184.0
2006-01-22 22:00:00,2118.0
2006-01-22 23:00:00,2020.0
2006-01-22 00:00:00,1833.0
