Datetime,DAYTON_MW
2016-09-11 01:00:00,1561.0
2016-09-11 02:00:00,1468.0
2016-09-11 03:00:00,1411.0
2016-09-11 04:00:00,1362.0
2016-09-11 05:00:00,1340.0
2016-09-11 06:00:00,1354.0
2016-09-11 07:00:00,1383.0
2016-09-11 08:00:00,1398.0
2016-09-11 09:00:00,1493.0
2016-09-11 10:00:00,1585.0
2016-09-11 11:00:00,1660.0
2016-09-11 12:00:00,1724.0
2016-09-11 13:00:00,1787.0
2016-09-11 14:00:00,1835.0
2016-09-11 15:00:00,1878.0
2016-09-11 16:00:00,1920.0
2016-09-11 17:00:00,1987.0
2016-09-11 18:00:00,2046.0
2016-09-11 19:00:00,2042.0
2016-09-11 20:00:00,1992.0
2016-09-11 21:00:00,2008.0
2016-09-11 22:00:00,1921.0
2016-09-11 23:00:00,1785.0
2016-09-11 00:00:00,1693.0
