Datetime,DAYTON_MW
2016-09-10 01:00:00,2064.0
2016-09-10 02:00:00,1940.0
2016-09-10 03:00:00,1880.0
2016-09-10 04:00:00,1839.0
2016-09-10 05:00:00,1822.0
2016-09-10 06:00:00,1828.0
2016-09-10 07:00:00,1885.0
2016-09-10 08:00:00,1922.0
2016-09-10 09:00:00,2057.0
2016-09-10 10:00:00,2202.0
2016-09-10 11:00:00,2341.0
2016-09-10 12:00:00,2462.0
2016-09-10 13:00:00,2553.0
2016-09-10 14:00:00,2616.0
2016-09-10 15:00:00,2654.0
2016-09-10 16:00:00,2582.0
2016-09-10 17:00:00,2413.0
2016-09-10 18:00:00,2292.0
2016-09-10 19:00:00,2193.0
2016-09-10 20:00:00,2094.0
2016-09-10 21:00:00,2087.0
2016-09-10 22:00:00,2017.0
2016-09-10 23:00:00,1855.0
2016-09-10 00:00:00,2234.0
