Datetime,DAYTON_MW
2005-12-08 01:00:00,2351.0
2005-12-08 02:00:00,2309.0
2005-12-08 03:00:00,2264.0
2005-12-08 04:00:00,2268.0
2005-12-08 05:00:00,2320.0
2005-12-08 06:00:00,2454.0
2005-12-08 07:00:00,2714.0
2005-12-08 08:00:00,2851.0
2005-12-08 09:00:00,2788.0
2005-12-08 10:00:00,2770.0
2005-12-08 11:00:00,2794.0
2005-12-08 12:00:00,2726.0
2005-12-08 13:00:00,2665.0
2005-12-08 14:00:00,2687.0
2005-12-08 15:00:00,2630.0
2005-12-08 16:00:00,2615.0
2005-12-08 17:00:00,2697.0
2005-12-08 18:00:00,2852.0
2005-12-08 19:00:00,2838.0
2005-12-08 20:00:00,2793.0
2005-12-08 21:00:00,2746.0
2005-12-08 22:00:00,2623.0
2005-12-08 23:00:00,2445.0
2005-12-08 00:00:00,2444.0
