Datetime,DAYTON_MW
2010-07-04 01:00:00,1687.0
2010-07-04 02:00:00,1563.0
2010-07-04 03:00:00,1476.0
2010-07-04 04:00:00,1421.0
2010-07-04 05:00:00,1394.0
2010-07-04 06:00:00,1388.0
2010-07-04 07:00:00,1355.0
2010-07-04 08:00:00,1422.0
2010-07-04 09:00:00,1595.0
2010-07-04 10:00:00,1799.0
2010-07-04 11:00:00,2008.0
2010-07-04 12:00:00,2202.0
2010-07-04 13:00:00,2343.0
2010-07-04 14:00:00,2430.0
2010-07-04 15:00:00,2491.0
2010-07-04 16:00:00,2544.0
2010-07-04 17:00:00,2595.0
2010-07-04 18:00:00,2615.0
2010-07-04 19:00:00,2600.0
2010-07-04 20:00:00,2533.0
2010-07-04 21:00:00,2423.0
2010-07-04 22:00:00,2348.0
2010-07-04 23:00:00,2245.0
2010-07-04 00:00:00,1825.0
