Datetime,DAYTON_MW
2012-10-31 01:00:00,1773.0
2012-10-31 02:00:00,1717.0
2012-10-31 03:00:00,1674.0
2012-10-31 04:00:00,1672.0
2012-10-31 05:00:00,1693.0
2012-10-31 06:00:00,1817.0
2012-10-31 07:00:00,2031.0
2012-10-31 08:00:00,2175.0
2012-10-31 09:00:00,2173.0
2012-10-31 10:00:00,2161.0
2012-10-31 11:00:00,2184.0
2012-10-31 12:00:00,2171.0
2012-10-31 13:00:00,2173.0
2012-10-31 14:00:00,2169.0
2012-10-31 15:00:00,2151.0
2012-10-31 16:00:00,2135.0
2012-10-31 17:00:00,2135.0
2012-10-31 18:00:00,2158.0
2012-10-31 19:00:00,2200.0
2012-10-31 20:00:00,2233.0
2012-10-31 21:00:00,2198.0
2012-10-31 22:00:00,2115.0
2012-10-31 23:00:00,1973.0
2012-10-31 00:00:00,1867.0
