Datetime,DAYTON_MW
2018-04-14 01:00:00,1465.0
2018-04-14 02:00:00,1390.0
2018-04-14 03:00:00,1349.0
2018-04-14 04:00:00,1322.0
2018-04-14 05:00:00,1322.0
2018-04-14 06:00:00,1341.0
2018-04-14 07:00:00,1414.0
2018-04-14 08:00:00,1465.0
2018-04-14 09:00:00,1541.0
2018-04-14 10:00:00,1619.0
2018-04-14 11:00:00,1674.0
2018-04-14 12:00:00,1680.0
2018-04-14 13:00:00,1685.0
2018-04-14 14:00:00,1667.0
2018-04-14 15:00:00,1636.0
2018-04-14 16:00:00,1609.0
2018-04-14 17:00:00,1614.0
2018-04-14 18:00:00,1612.0
2018-04-14 19:00:00,1585.0
2018-04-14 20:00:00,1583.0
2018-04-14 21:00:00,1612.0
2018-04-14 22:00:00,1595.0
2018-04-14 23:00:00,1507.0
2018-04-14 00:00:00,1565.0
