Datetime,DAYTON_MW
2018-05-18 01:00:00,1710.0
2018-05-18 02:00:00,1611.0
2018-05-18 03:00:00,1548.0
2018-05-18 04:00:00,1507.0
2018-05-18 05:00:00,1524.0
2018-05-18 06:00:00,1609.0
2018-05-18 07:00:00,1771.0
2018-05-18 08:00:00,1893.0
2018-05-18 09:00:00,1939.0
2018-05-18 10:00:00,2004.0
2018-05-18 11:00:00,2049.0
2018-05-18 12:00:00,2054.0
2018-05-18 13:00:00,2061.0
2018-05-18 14:00:00,2062.0
2018-05-18 15:00:00,2054.0
2018-05-18 16:00:00,2026.0
2018-05-18 17:00:00,2031.0
2018-05-18 18:00:00,2008.0
2018-05-18 19:00:00,1972.0
2018-05-18 20:00:00,1932.0
2018-05-18 21:00:00,1952.0
2018-05-18 22:00:00,1931.0
2018-05-18 23:00:00,1815.0
2018-05-18 00:00:00,1835.0
