Datetime,DAYTON_MW
2018-01-08 01:00:00,2059.0
2018-01-08 02:00:00,2031.0
2018-01-08 03:00:00,2003.0
2018-01-08 04:00:00,2008.0
2018-01-08 05:00:00,2066.0
2018-01-08 06:00:00,2172.0
2018-01-08 07:00:00,2315.0
2018-01-08 08:00:00,2430.0
2018-01-08 09:00:00,2461.0
2018-01-08 10:00:00,2486.0
2018-01-08 11:00:00,2508.0
2018-01-08 12:00:00,2516.0
2018-01-08 13:00:00,2519.0
2018-01-08 14:00:00,2501.0
2018-01-08 15:00:00,2470.0
2018-01-08 16:00:00,2415.0
2018-01-08 17:00:00,2423.0
2018-01-08 18:00:00,2506.0
2018-01-08 19:00:00,2547.0
2018-01-08 20:00:00,2494.0
2018-01-08 21:00:00,2428.0
2018-01-08 22:00:00,2334.0
2018-01-08 23:00:00,2225.0
2018-01-08 00:00:00,2113.0
