Datetime,DAYTON_MW
2008-02-25 01:00:00,2006.0
2008-02-25 02:00:00,1977.0
2008-02-25 03:00:00,1962.0
2008-02-25 04:00:00,1962.0
2008-02-25 05:00:00,2015.0
2008-02-25 06:00:00,2149.0
2008-02-25 07:00:00,2405.0
2008-02-25 08:00:00,2537.0
2008-02-25 09:00:00,2545.0
2008-02-25 10:00:00,2551.0
2008-02-25 11:00:00,2564.0
2008-02-25 12:00:00,2551.0
2008-02-25 13:00:00,2521.0
2008-02-25 14:00:00,2497.0
2008-02-25 15:00:00,2466.0
2008-02-25 16:00:00,2422.0
2008-02-25 17:00:00,2447.0
2008-02-25 18:00:00,2499.0
2008-02-25 19:00:00,2595.0
2008-02-25 20:00:00,2631.0
2008-02-25 21:00:00,2573.0
2008-02-25 22:00:00,2482.0
2008-02-25 23:00:00,2345.0
2008-02-25 00:00:00,2076.0
