Datetime,DAYTON_MW
2015-02-20 01:00:00,2614.0
2015-02-20 02:00:00,2589.0
2015-02-20 03:00:00,2564.0
2015-02-20 04:00:00,2582.0
2015-02-20 05:00:00,2631.0
2015-02-20 06:00:00,2749.0
2015-02-20 07:00:00,2896.0
2015-02-20 08:00:00,2985.0
2015-02-20 09:00:00,2962.0
2015-02-20 10:00:00,2906.0
2015-02-20 11:00:00,2844.0
2015-02-20 12:00:00,2757.0
2015-02-20 13:00:00,2692.0
2015-02-20 14:00:00,2641.0
2015-02-20 15:00:00,2588.0
2015-02-20 16:00:00,2543.0
2015-02-20 17:00:00,2560.0
2015-02-20 18:00:00,2586.0
2015-02-20 19:00:00,2672.0
2015-02-20 20:00:00,2690.0
2015-02-20 21:00:00,2638.0
2015-02-20 22:00:00,2558.0
2015-02-20 23:00:00,2432.0
2015-02-20 00:00:00,2675.0
