Datetime,DAYTON_MW
2013-02-21 01:00:00,2115.0
2013-02-21 02:00:00,2062.0
2013-02-21 03:00:00,2032.0
2013-02-21 04:00:00,2029.0
2013-02-21 05:00:00,2075.0
2013-02-21 06:00:00,2198.0
2013-02-21 07:00:00,2411.0
2013-02-21 08:00:00,2528.0
2013-02-21 09:00:00,2510.0
2013-02-21 10:00:00,2504.0
2013-02-21 11:00:00,2506.0
2013-02-21 12:00:00,2469.0
2013-02-21 13:00:00,2427.0
2013-02-21 14:00:00,2380.0
2013-02-21 15:00:00,2334.0
2013-02-21 16:00:00,2332.0
2013-02-21 17:00:00,2344.0
2013-02-21 18:00:00,2397.0
2013-02-21 19:00:00,2507.0
2013-02-21 20:00:00,2548.0
2013-02-21 21:00:00,2502.0
2013-02-21 22:00:00,2402.0
2013-02-21 23:00:00,2280.0
2013-02-21 00:00:00,2195.0
