Datetime,DAYTON_MW
2005-03-14 01:00:00,1879.0
2005-03-14 02:00:00,1857.0
2005-03-14 03:00:00,1872.0
2005-03-14 04:00:00,1895.0
2005-03-14 05:00:00,1976.0
2005-03-14 06:00:00,2129.0
2005-03-14 07:00:00,2403.0
2005-03-14 08:00:00,2484.0
2005-03-14 09:00:00,2466.0
2005-03-14 10:00:00,2428.0
2005-03-14 11:00:00,2417.0
2005-03-14 12:00:00,2357.0
2005-03-14 13:00:00,2327.0
2005-03-14 14:00:00,2306.0
2005-03-14 15:00:00,2221.0
2005-03-14 16:00:00,2166.0
2005-03-14 17:00:00,2172.0
2005-03-14 18:00:00,2180.0
2005-03-14 19:00:00,2325.0
2005-03-14 20:00:00,2405.0
2005-03-14 21:00:00,2388.0
2005-03-14 22:00:00,2296.0
2005-03-14 23:00:00,2168.0
2005-03-14 00:00:00,1937.0
