Datetime,DAYTON_MW
2013-11-21 01:00:00,1802.0
2013-11-21 02:00:00,1738.0
2013-11-21 03:00:00,1705.0
2013-11-21 04:00:00,1692.0
2013-11-21 05:00:00,1724.0
2013-11-21 06:00:00,1852.0
2013-11-21 07:00:00,2078.0
2013-11-21 08:00:00,2205.0
2013-11-21 09:00:00,2201.0
2013-11-21 10:00:00,2188.0
2013-11-21 11:00:00,2187.0
2013-11-21 12:00:00,2158.0
2013-11-21 13:00:00,2137.0
2013-11-21 14:00:00,2124.0
2013-11-21 15:00:00,2082.0
2013-11-21 16:00:00,2057.0
2013-11-21 17:00:00,2087.0
2013-11-21 18:00:00,2203.0
2013-11-21 19:00:00,2209.0
2013-11-21 20:00:00,2176.0
2013-11-21 21:00:00,2126.0
2013-11-21 22:00:00,2039.0
2013-11-21 23:00:00,1907.0
2013-11-21 00:00:00,1892.0
