Datetime,DAYTON_MW
2009-09-20 01:00:00,1381.0
2009-09-20 02:00:00,1314.0
2009-09-20 03:00:00,1270.0
2009-09-20 04:00:00,1243.0
2009-09-20 05:00:00,1229.0
2009-09-20 06:00:00,1240.0
2009-09-20 07:00:00,1285.0
2009-09-20 08:00:00,1317.0
2009-09-20 09:00:00,1403.0
2009-09-20 10:00:00,1524.0
2009-09-20 11:00:00,1545.0
2009-09-20 12:00:00,1621.0
2009-09-20 13:00:00,1661.0
2009-09-20 14:00:00,1672.0
2009-09-20 15:00:00,1684.0
2009-09-20 16:00:00,1703.0
2009-09-20 17:00:00,1734.0
2009-09-20 18:00:00,1785.0
2009-09-20 19:00:00,1815.0
2009-09-20 20:00:00,1876.0
2009-09-20 21:00:00,1917.0
2009-09-20 22:00:00,1858.0
2009-09-20 23:00:00,1739.0
2009-09-20 00:00:00,1521.0
