Datetime,DAYTON_MW
2008-01-15 01:00:00,2189.0
2008-01-15 02:00:00,2144.0
2008-01-15 03:00:00,2104.0
2008-01-15 04:00:00,2108.0
2008-01-15 05:00:00,2169.0
2008-01-15 06:00:00,2305.0
2008-01-15 07:00:00,2572.0
2008-01-15 08:00:00,2742.0
2008-01-15 09:00:00,2725.0
2008-01-15 10:00:00,2721.0
2008-01-15 11:00:00,2727.0
2008-01-15 12:00:00,2696.0
2008-01-15 13:00:00,2670.0
2008-01-15 14:00:00,2632.0
2008-01-15 15:00:00,2587.0
2008-01-15 16:00:00,2537.0
2008-01-15 17:00:00,2543.0
2008-01-15 18:00:00,2627.0
2008-01-15 19:00:00,2767.0
2008-01-15 20:00:00,2754.0
2008-01-15 21:00:00,2719.0
2008-01-15 22:00:00,2629.0
2008-01-15 23:00:00,2499.0
2008-01-15 00:00:00,2281.0
