Datetime,DAYTON_MW
2013-02-02 01:00:00,2221.0
2013-02-02 02:00:00,2164.0
2013-02-02 03:00:00,2125.0
2013-02-02 04:00:00,2106.0
2013-02-02 05:00:00,2105.0
2013-02-02 06:00:00,2144.0
2013-02-02 07:00:00,2226.0
2013-02-02 08:00:00,2320.0
2013-02-02 09:00:00,2364.0
2013-02-02 10:00:00,2412.0
2013-02-02 11:00:00,2423.0
2013-02-02 12:00:00,2397.0
2013-02-02 13:00:00,2353.0
2013-02-02 14:00:00,2271.0
2013-02-02 15:00:00,2223.0
2013-02-02 16:00:00,2227.0
2013-02-02 17:00:00,2246.0
2013-02-02 18:00:00,2295.0
2013-02-02 19:00:00,2354.0
2013-02-02 20:00:00,2330.0
2013-02-02 21:00:00,2269.0
2013-02-02 22:00:00,2198.0
2013-02-02 23:00:00,2098.0
2013-02-02 00:00:00,2322.0
