Datetime,DAYTON_MW
2016-07-28 01:00:00,2335.0
2016-07-28 02:00:00,2177.0
2016-07-28 03:00:00,2062.0
2016-07-28 04:00:00,2011.0
2016-07-28 05:00:00,1986.0
2016-07-28 06:00:00,2061.0
2016-07-28 07:00:00,2220.0
2016-07-28 08:00:00,2330.0
2016-07-28 09:00:00,2403.0
2016-07-28 10:00:00,2466.0
2016-07-28 11:00:00,2555.0
2016-07-28 12:00:00,2630.0
2016-07-28 13:00:00,2719.0
2016-07-28 14:00:00,2809.0
2016-07-28 15:00:00,2919.0
2016-07-28 16:00:00,2945.0
2016-07-28 17:00:00,2941.0
2016-07-28 18:00:00,2956.0
2016-07-28 19:00:00,2945.0
2016-07-28 20:00:00,2878.0
2016-07-28 21:00:00,2787.0
2016-07-28 22:00:00,2723.0
2016-07-28 23:00:00,2538.0
2016-07-28 00:00:00,2520.0
