Datetime,DAYTON_MW
2006-04-08 01:00:00,1575.0
2006-04-08 02:00:00,1510.0
2006-04-08 03:00:00,1479.0
2006-04-08 04:00:00,1480.0
2006-04-08 05:00:00,1517.0
2006-04-08 06:00:00,1573.0
2006-04-08 07:00:00,1693.0
2006-04-08 08:00:00,1800.0
2006-04-08 09:00:00,1923.0
2006-04-08 10:00:00,2007.0
2006-04-08 11:00:00,2026.0
2006-04-08 12:00:00,1975.0
2006-04-08 13:00:00,1950.0
2006-04-08 14:00:00,1893.0
2006-04-08 15:00:00,1834.0
2006-04-08 16:00:00,1775.0
2006-04-08 17:00:00,1763.0
2006-04-08 18:00:00,1734.0
2006-04-08 19:00:00,1724.0
2006-04-08 20:00:00,1738.0
2006-04-08 21:00:00,1856.0
2006-04-08 22:00:00,1884.0
2006-04-08 23:00:00,1803.0
2006-04-08 00:00:00,1698.0
