Datetime,DAYTON_MW
2014-12-09 01:00:00,1837.0
2014-12-09 02:00:00,1770.0
2014-12-09 03:00:00,1733.0
2014-12-09 04:00:00,1725.0
2014-12-09 05:00:00,1763.0
2014-12-09 06:00:00,1890.0
2014-12-09 07:00:00,2109.0
2014-12-09 08:00:00,2247.0
2014-12-09 09:00:00,2262.0
2014-12-09 10:00:00,2263.0
2014-12-09 11:00:00,2281.0
2014-12-09 12:00:00,2266.0
2014-12-09 13:00:00,2261.0
2014-12-09 14:00:00,2257.0
2014-12-09 15:00:00,2264.0
2014-12-09 16:00:00,2251.0
2014-12-09 17:00:00,2294.0
2014-12-09 18:00:00,2403.0
2014-12-09 19:00:00,2422.0
2014-12-09 20:00:00,2397.0
2014-12-09 21:00:00,2349.0
2014-12-09 22:00:00,2275.0
2014-12-09 23:00:00,2130.0
2014-12-09 00:00:00,1920.0
