Datetime,DAYTON_MW
2016-01-16 01:00:00,1790.0
2016-01-16 02:00:00,1738.0
2016-01-16 03:00:00,1730.0
2016-01-16 04:00:00,1721.0
2016-01-16 05:00:00,1741.0
2016-01-16 06:00:00,1794.0
2016-01-16 07:00:00,1874.0
2016-01-16 08:00:00,1972.0
2016-01-16 09:00:00,2054.0
2016-01-16 10:00:00,2116.0
2016-01-16 11:00:00,2150.0
2016-01-16 12:00:00,2152.0
2016-01-16 13:00:00,2143.0
2016-01-16 14:00:00,2123.0
2016-01-16 15:00:00,2100.0
2016-01-16 16:00:00,2099.0
2016-01-16 17:00:00,2113.0
2016-01-16 18:00:00,2167.0
2016-01-16 19:00:00,2187.0
2016-01-16 20:00:00,2154.0
2016-01-16 21:00:00,2116.0
2016-01-16 22:00:00,2062.0
2016-01-16 23:00:00,1978.0
2016-01-16 00:00:00,1844.0
