Datetime,DAYTON_MW
2016-04-20 01:00:00,1536.0
2016-04-20 02:00:00,1468.0
2016-04-20 03:00:00,1421.0
2016-04-20 04:00:00,1403.0
2016-04-20 05:00:00,1422.0
2016-04-20 06:00:00,1529.0
2016-04-20 07:00:00,1731.0
2016-04-20 08:00:00,1816.0
2016-04-20 09:00:00,1856.0
2016-04-20 10:00:00,1902.0
2016-04-20 11:00:00,1938.0
2016-04-20 12:00:00,1949.0
2016-04-20 13:00:00,1972.0
2016-04-20 14:00:00,2013.0
2016-04-20 15:00:00,2014.0
2016-04-20 16:00:00,2000.0
2016-04-20 17:00:00,1997.0
2016-04-20 18:00:00,2008.0
2016-04-20 19:00:00,1990.0
2016-04-20 20:00:00,1977.0
2016-04-20 21:00:00,2024.0
2016-04-20 22:00:00,1998.0
2016-04-20 23:00:00,1848.0
2016-04-20 00:00:00,1641.0
