Datetime,DAYTON_MW
2008-04-27 01:00:00,1370.0
2008-04-27 02:00:00,1318.0
2008-04-27 03:00:00,1299.0
2008-04-27 04:00:00,1274.0
2008-04-27 05:00:00,1284.0
2008-04-27 06:00:00,1300.0
2008-04-27 07:00:00,1343.0
2008-04-27 08:00:00,1391.0
2008-04-27 09:00:00,1478.0
2008-04-27 10:00:00,1552.0
2008-04-27 11:00:00,1583.0
2008-04-27 12:00:00,1596.0
2008-04-27 13:00:00,1596.0
2008-04-27 14:00:00,1588.0
2008-04-27 15:00:00,1573.0
2008-04-27 16:00:00,1564.0
2008-04-27 17:00:00,1573.0
2008-04-27 18:00:00,1604.0
2008-04-27 19:00:00,1623.0
2008-04-27 20:00:00,1650.0
2008-04-27 21:00:00,1753.0
2008-04-27 22:00:00,1774.0
2008-04-27 23:00:00,1686.0
2008-04-27 00:00:00,1474.0
