Datetime,DAYTON_MW
2014-11-02 01:00:00,1682.0
2014-11-02 02:00:00,1623.0
2014-11-02 02:00:00,1634.0
2014-11-02 03:00:00,1618.0
2014-11-02 04:00:00,1622.0
2014-11-02 05:00:00,1646.0
2014-11-02 06:00:00,1693.0
2014-11-02 07:00:00,1770.0
2014-11-02 08:00:00,1826.0
2014-11-02 09:00:00,1881.0
2014-11-02 10:00:00,1869.0
2014-11-02 11:00:00,1820.0
2014-11-02 12:00:00,1781.0
2014-11-02 13:00:00,1740.0
2014-11-02 14:00:00,1697.0
2014-11-02 15:00:00,1659.0
2014-11-02 16:00:00,1643.0
2014-11-02 17:00:00,1667.0
2014-11-02 18:00:00,1793.0
2014-11-02 19:00:00,1919.0
2014-11-02 20:00:00,1927.0
2014-11-02 21:00:00,1901.0
2014-11-02 22:00:00,1835.0
2014-11-02 23:00:00,1776.0
2014-11-02 00:00:00,1749.0
