Datetime,NI_MW
2010-03-29 01:00:00,9324.0
2010-03-29 02:00:00,8966.0
2010-03-29 03:00:00,8767.0
2010-03-29 04:00:00,8693.0
2010-03-29 05:00:00,8753.0
2010-03-29 06:00:00,9018.0
2010-03-29 07:00:00,9808.0
2010-03-29 08:00:00,10904.0
2010-03-29 09:00:00,11448.0
2010-03-29 10:00:00,11778.0
2010-03-29 11:00:00,11856.0
2010-03-29 12:00:00,11899.0
2010-03-29 13:00:00,11794.0
2010-03-29 14:00:00,11697.0
2010-03-29 15:00:00,11632.0
2010-03-29 16:00:00,11417.0
2010-03-29 17:00:00,11165.0
2010-03-29 18:00:00,10984.0
2010-03-29 19:00:00,10895.0
2010-03-29 20:00:00,10833.0
2010-03-29 21:00:00,11508.0
2010-03-29 22:00:00,11685.0
2010-03-29 23:00:00,11336.0
2010-03-29 00:00:00,9860.0
