Datetime,NI_MW
2005-10-05 01:00:00,13095.0
2005-10-05 02:00:00,12076.0
2005-10-05 03:00:00,11355.0
2005-10-05 04:00:00,10859.0
2005-10-05 05:00:00,10682.0
2005-10-05 06:00:00,10674.0
2005-10-05 07:00:00,11312.0
2005-10-05 08:00:00,12758.0
2005-10-05 09:00:00,13545.0
2005-10-05 10:00:00,14178.0
2005-10-05 11:00:00,15000.0
2005-10-05 12:00:00,15676.0
2005-10-05 13:00:00,16367.0
2005-10-05 14:00:00,16784.0
2005-10-05 15:00:00,17194.0
2005-10-05 16:00:00,17364.0
2005-10-05 17:00:00,17469.0
2005-10-05 18:00:00,17425.0
2005-10-05 19:00:00,16930.0
2005-10-05 20:00:00,16628.0
2005-10-05 21:00:00,16674.0
2005-10-05 22:00:00,16039.0
2005-10-05 23:00:00,15001.0
2005-10-05 00:00:00,14580.0
