Datetime,NI_MW
2007-10-20 01:00:00,9880.0
2007-10-20 02:00:00,9240.0
2007-10-20 03:00:00,8846.0
2007-10-20 04:00:00,8527.0
2007-10-20 05:00:00,8412.0
2007-10-20 06:00:00,8405.0
2007-10-20 07:00:00,8678.0
2007-10-20 08:00:00,9218.0
2007-10-20 09:00:00,9470.0
2007-10-20 10:00:00,9858.0
2007-10-20 11:00:00,10173.0
2007-10-20 12:00:00,10408.0
2007-10-20 13:00:00,10467.0
2007-10-20 14:00:00,10457.0
2007-10-20 15:00:00,10349.0
2007-10-20 16:00:00,10249.0
2007-10-20 17:00:00,10218.0
2007-10-20 18:00:00,10238.0
2007-10-20 19:00:00,10284.0
2007-10-20 20:00:00,10889.0
2007-10-20 21:00:00,11050.0
2007-10-20 22:00:00,10864.0
2007-10-20 23:00:00,10490.0
2007-10-20 00:00:00,10577.0
