Datetime,NI_MW
2008-01-09 01:00:00,10474.0
2008-01-09 02:00:00,9913.0
2008-01-09 03:00:00,9576.0
2008-01-09 04:00:00,9441.0
2008-01-09 05:00:00,9444.0
2008-01-09 06:00:00,9720.0
2008-01-09 07:00:00,10523.0
2008-01-09 08:00:00,11897.0
2008-01-09 09:00:00,12667.0
2008-01-09 10:00:00,12766.0
2008-01-09 11:00:00,12772.0
2008-01-09 12:00:00,12780.0
2008-01-09 13:00:00,12769.0
2008-01-09 14:00:00,12691.0
2008-01-09 15:00:00,12661.0
2008-01-09 16:00:00,12570.0
2008-01-09 17:00:00,12505.0
2008-01-09 18:00:00,13139.0
2008-01-09 19:00:00,13860.0
2008-01-09 20:00:00,13742.0
2008-01-09 21:00:00,13506.0
2008-01-09 22:00:00,13145.0
2008-01-09 23:00:00,12545.0
2008-01-09 00:00:00,11368.0
