Datetime,NI_MW
2004-09-10 01:00:00,9998.0
2004-09-10 02:00:00,9246.0
2004-09-10 03:00:00,8850.0
2004-09-10 04:00:00,8624.0
2004-09-10 05:00:00,8488.0
2004-09-10 06:00:00,8627.0
2004-09-10 07:00:00,9312.0
2004-09-10 08:00:00,10333.0
2004-09-10 09:00:00,11171.0
2004-09-10 10:00:00,11866.0
2004-09-10 11:00:00,12306.0
2004-09-10 12:00:00,12749.0
2004-09-10 13:00:00,13001.0
2004-09-10 14:00:00,13272.0
2004-09-10 15:00:00,13525.0
2004-09-10 16:00:00,13724.0
2004-09-10 17:00:00,13837.0
2004-09-10 18:00:00,13852.0
2004-09-10 19:00:00,13590.0
2004-09-10 20:00:00,13065.0
2004-09-10 21:00:00,13166.0
2004-09-10 22:00:00,13008.0
2004-09-10 23:00:00,12411.0
2004-09-10 00:00:00,11045.0
