Datetime,NI_MW
2009-11-18 01:00:00,9809.0
2009-11-18 02:00:00,9243.0
2009-11-18 03:00:00,8912.0
2009-11-18 04:00:00,8742.0
2009-11-18 05:00:00,8724.0
2009-11-18 06:00:00,8927.0
2009-11-18 07:00:00,9633.0
2009-11-18 08:00:00,10835.0
2009-11-18 09:00:00,11599.0
2009-11-18 10:00:00,11864.0
2009-11-18 11:00:00,11978.0
2009-11-18 12:00:00,12089.0
2009-11-18 13:00:00,12108.0
2009-11-18 14:00:00,12059.0
2009-11-18 15:00:00,12052.0
2009-11-18 16:00:00,12026.0
2009-11-18 17:00:00,12086.0
2009-11-18 18:00:00,12583.0
2009-11-18 19:00:00,12857.0
2009-11-18 20:00:00,12609.0
2009-11-18 21:00:00,12336.0
2009-11-18 22:00:00,12002.0
2009-11-18 23:00:00,11439.0
2009-11-18 00:00:00,10653.0
