Datetime,NI_MW
2006-03-25 01:00:00,10458.0
2006-03-25 02:00:00,9823.0
2006-03-25 03:00:00,9504.0
2006-03-25 04:00:00,9254.0
2006-03-25 05:00:00,9206.0
2006-03-25 06:00:00,9231.0
2006-03-25 07:00:00,9510.0
2006-03-25 08:00:00,9650.0
2006-03-25 09:00:00,10098.0
2006-03-25 10:00:00,10503.0
2006-03-25 11:00:00,10758.0
2006-03-25 12:00:00,10864.0
2006-03-25 13:00:00,10802.0
2006-03-25 14:00:00,10558.0
2006-03-25 15:00:00,10327.0
2006-03-25 16:00:00,10120.0
2006-03-25 17:00:00,10133.0
2006-03-25 18:00:00,10246.0
2006-03-25 19:00:00,10535.0
2006-03-25 20:00:00,11157.0
2006-03-25 21:00:00,11217.0
2006-03-25 22:00:00,11081.0
2006-03-25 23:00:00,10712.0
2006-03-25 00:00:00,11230.0
