Datetime,NI_MW
2009-09-12 01:00:00,10634.0
2009-09-12 02:00:00,9925.0
2009-09-12 03:00:00,9370.0
2009-09-12 04:00:00,9023.0
2009-09-12 05:00:00,8783.0
2009-09-12 06:00:00,8762.0
2009-09-12 07:00:00,8905.0
2009-09-12 08:00:00,9238.0
2009-09-12 09:00:00,9549.0
2009-09-12 10:00:00,10269.0
2009-09-12 11:00:00,10944.0
2009-09-12 12:00:00,11546.0
2009-09-12 13:00:00,11999.0
2009-09-12 14:00:00,12280.0
2009-09-12 15:00:00,12341.0
2009-09-12 16:00:00,12444.0
2009-09-12 17:00:00,12520.0
2009-09-12 18:00:00,12541.0
2009-09-12 19:00:00,12256.0
2009-09-12 20:00:00,11898.0
2009-09-12 21:00:00,12038.0
2009-09-12 22:00:00,11981.0
2009-09-12 23:00:00,11444.0
2009-09-12 00:00:00,11627.0
