Datetime,NI_MW
2010-05-27 01:00:00,12464.0
2010-05-27 02:00:00,11384.0
2010-05-27 03:00:00,10625.0
2010-05-27 04:00:00,10094.0
2010-05-27 05:00:00,9854.0
2010-05-27 06:00:00,9952.0
2010-05-27 07:00:00,10325.0
2010-05-27 08:00:00,11361.0
2010-05-27 09:00:00,12455.0
2010-05-27 10:00:00,13077.0
2010-05-27 11:00:00,13500.0
2010-05-27 12:00:00,13852.0
2010-05-27 13:00:00,14129.0
2010-05-27 14:00:00,14327.0
2010-05-27 15:00:00,14572.0
2010-05-27 16:00:00,14695.0
2010-05-27 17:00:00,14829.0
2010-05-27 18:00:00,14879.0
2010-05-27 19:00:00,14587.0
2010-05-27 20:00:00,13941.0
2010-05-27 21:00:00,13260.0
2010-05-27 22:00:00,13126.0
2010-05-27 23:00:00,12821.0
2010-05-27 00:00:00,13871.0
