Datetime,NI_MW
2004-05-14 01:00:00,10716.0
2004-05-14 02:00:00,9923.0
2004-05-14 03:00:00,9421.0
2004-05-14 04:00:00,9088.0
2004-05-14 05:00:00,8865.0
2004-05-14 06:00:00,8966.0
2004-05-14 07:00:00,9533.0
2004-05-14 08:00:00,10520.0
2004-05-14 09:00:00,11486.0
2004-05-14 10:00:00,11926.0
2004-05-14 11:00:00,11998.0
2004-05-14 12:00:00,12104.0
2004-05-14 13:00:00,11991.0
2004-05-14 14:00:00,11832.0
2004-05-14 15:00:00,11763.0
2004-05-14 16:00:00,11613.0
2004-05-14 17:00:00,11428.0
2004-05-14 18:00:00,11271.0
2004-05-14 19:00:00,11027.0
2004-05-14 20:00:00,10864.0
2004-05-14 21:00:00,10908.0
2004-05-14 22:00:00,11126.0
2004-05-14 23:00:00,10776.0
2004-05-14 00:00:00,11845.0
