Datetime,NI_MW
2008-08-31 01:00:00,11454.0
2008-08-31 02:00:00,10588.0
2008-08-31 03:00:00,10014.0
2008-08-31 04:00:00,9509.0
2008-08-31 05:00:00,9268.0
2008-08-31 06:00:00,9060.0
2008-08-31 07:00:00,9080.0
2008-08-31 08:00:00,8887.0
2008-08-31 09:00:00,9284.0
2008-08-31 10:00:00,10181.0
2008-08-31 11:00:00,11200.0
2008-08-31 12:00:00,12203.0
2008-08-31 13:00:00,13102.0
2008-08-31 14:00:00,13825.0
2008-08-31 15:00:00,14463.0
2008-08-31 16:00:00,14967.0
2008-08-31 17:00:00,15374.0
2008-08-31 18:00:00,15483.0
2008-08-31 19:00:00,15340.0
2008-08-31 20:00:00,14800.0
2008-08-31 21:00:00,14310.0
2008-08-31 22:00:00,14104.0
2008-08-31 23:00:00,13428.0
2008-08-31 00:00:00,12366.0
