Datetime,NI_MW
2007-02-25 01:00:00,10777.0
2007-02-25 02:00:00,10327.0
2007-02-25 03:00:00,9916.0
2007-02-25 04:00:00,9679.0
2007-02-25 05:00:00,9486.0
2007-02-25 06:00:00,9483.0
2007-02-25 07:00:00,9554.0
2007-02-25 08:00:00,9774.0
2007-02-25 09:00:00,9951.0
2007-02-25 10:00:00,10286.0
2007-02-25 11:00:00,10656.0
2007-02-25 12:00:00,10857.0
2007-02-25 13:00:00,10994.0
2007-02-25 14:00:00,10975.0
2007-02-25 15:00:00,11065.0
2007-02-25 16:00:00,11093.0
2007-02-25 17:00:00,11104.0
2007-02-25 18:00:00,11372.0
2007-02-25 19:00:00,11950.0
2007-02-25 20:00:00,12453.0
2007-02-25 21:00:00,12329.0
2007-02-25 22:00:00,12099.0
2007-02-25 23:00:00,11659.0
2007-02-25 00:00:00,11557.0
