Datetime,NI_MW
2009-02-02 01:00:00,10506.0
2009-02-02 02:00:00,10127.0
2009-02-02 03:00:00,9981.0
2009-02-02 04:00:00,9894.0
2009-02-02 05:00:00,10031.0
2009-02-02 06:00:00,10295.0
2009-02-02 07:00:00,11129.0
2009-02-02 08:00:00,12402.0
2009-02-02 09:00:00,12980.0
2009-02-02 10:00:00,13050.0
2009-02-02 11:00:00,13047.0
2009-02-02 12:00:00,13079.0
2009-02-02 13:00:00,13017.0
2009-02-02 14:00:00,12960.0
2009-02-02 15:00:00,12911.0
2009-02-02 16:00:00,12834.0
2009-02-02 17:00:00,12840.0
2009-02-02 18:00:00,13101.0
2009-02-02 19:00:00,14036.0
2009-02-02 20:00:00,14273.0
2009-02-02 21:00:00,14134.0
2009-02-02 22:00:00,13867.0
2009-02-02 23:00:00,13329.0
2009-02-02 00:00:00,11031.0
