Datetime,NI_MW
2009-11-17 01:00:00,9814.0
2009-11-17 02:00:00,9297.0
2009-11-17 03:00:00,8974.0
2009-11-17 04:00:00,8819.0
2009-11-17 05:00:00,8798.0
2009-11-17 06:00:00,9058.0
2009-11-17 07:00:00,9789.0
2009-11-17 08:00:00,10976.0
2009-11-17 09:00:00,11693.0
2009-11-17 10:00:00,11945.0
2009-11-17 11:00:00,12044.0
2009-11-17 12:00:00,12142.0
2009-11-17 13:00:00,12093.0
2009-11-17 14:00:00,12114.0
2009-11-17 15:00:00,12224.0
2009-11-17 16:00:00,12257.0
2009-11-17 17:00:00,12343.0
2009-11-17 18:00:00,12743.0
2009-11-17 19:00:00,13026.0
2009-11-17 20:00:00,12755.0
2009-11-17 21:00:00,12468.0
2009-11-17 22:00:00,12097.0
2009-11-17 23:00:00,11517.0
2009-11-17 00:00:00,10652.0
