Datetime,NI_MW
2007-09-29 01:00:00,9962.0
2007-09-29 02:00:00,9315.0
2007-09-29 03:00:00,8854.0
2007-09-29 04:00:00,8574.0
2007-09-29 05:00:00,8422.0
2007-09-29 06:00:00,8432.0
2007-09-29 07:00:00,8625.0
2007-09-29 08:00:00,9064.0
2007-09-29 09:00:00,9314.0
2007-09-29 10:00:00,9935.0
2007-09-29 11:00:00,10439.0
2007-09-29 12:00:00,10795.0
2007-09-29 13:00:00,10940.0
2007-09-29 14:00:00,10947.0
2007-09-29 15:00:00,11042.0
2007-09-29 16:00:00,11024.0
2007-09-29 17:00:00,11099.0
2007-09-29 18:00:00,11064.0
2007-09-29 19:00:00,11007.0
2007-09-29 20:00:00,11134.0
2007-09-29 21:00:00,11589.0
2007-09-29 22:00:00,11389.0
2007-09-29 23:00:00,11000.0
2007-09-29 00:00:00,10823.0
