Datetime,NI_MW
2004-06-03 01:00:00,9352.0
2004-06-03 02:00:00,8694.0
2004-06-03 03:00:00,8264.0
2004-06-03 04:00:00,8090.0
2004-06-03 05:00:00,8003.0
2004-06-03 06:00:00,8175.0
2004-06-03 07:00:00,8559.0
2004-06-03 08:00:00,9490.0
2004-06-03 09:00:00,10477.0
2004-06-03 10:00:00,11136.0
2004-06-03 11:00:00,11452.0
2004-06-03 12:00:00,11779.0
2004-06-03 13:00:00,11914.0
2004-06-03 14:00:00,11967.0
2004-06-03 15:00:00,12060.0
2004-06-03 16:00:00,12040.0
2004-06-03 17:00:00,11952.0
2004-06-03 18:00:00,11814.0
2004-06-03 19:00:00,11548.0
2004-06-03 20:00:00,11197.0
2004-06-03 21:00:00,10965.0
2004-06-03 22:00:00,11188.0
2004-06-03 23:00:00,11179.0
2004-06-03 00:00:00,10317.0
