Datetime,NI_MW
2005-01-17 01:00:00,11444.0
2005-01-17 02:00:00,11032.0
2005-01-17 03:00:00,10866.0
2005-01-17 04:00:00,10831.0
2005-01-17 05:00:00,10839.0
2005-01-17 06:00:00,11057.0
2005-01-17 07:00:00,11720.0
2005-01-17 08:00:00,12725.0
2005-01-17 09:00:00,13356.0
2005-01-17 10:00:00,13597.0
2005-01-17 11:00:00,13641.0
2005-01-17 12:00:00,13769.0
2005-01-17 13:00:00,13726.0
2005-01-17 14:00:00,13630.0
2005-01-17 15:00:00,13556.0
2005-01-17 16:00:00,13438.0
2005-01-17 17:00:00,13396.0
2005-01-17 18:00:00,13829.0
2005-01-17 19:00:00,14846.0
2005-01-17 20:00:00,14989.0
2005-01-17 21:00:00,14846.0
2005-01-17 22:00:00,14554.0
2005-01-17 23:00:00,13945.0
2005-01-17 00:00:00,12030.0
