Datetime,NI_MW
2005-02-05 01:00:00,10080.0
2005-02-05 02:00:00,9537.0
2005-02-05 03:00:00,9211.0
2005-02-05 04:00:00,8955.0
2005-02-05 05:00:00,8845.0
2005-02-05 06:00:00,8948.0
2005-02-05 07:00:00,9242.0
2005-02-05 08:00:00,9732.0
2005-02-05 09:00:00,10016.0
2005-02-05 10:00:00,10240.0
2005-02-05 11:00:00,10448.0
2005-02-05 12:00:00,10461.0
2005-02-05 13:00:00,10358.0
2005-02-05 14:00:00,10170.0
2005-02-05 15:00:00,9877.0
2005-02-05 16:00:00,9734.0
2005-02-05 17:00:00,9632.0
2005-02-05 18:00:00,9857.0
2005-02-05 19:00:00,10736.0
2005-02-05 20:00:00,11049.0
2005-02-05 21:00:00,10996.0
2005-02-05 22:00:00,10771.0
2005-02-05 23:00:00,10495.0
2005-02-05 00:00:00,10890.0
