Datetime,NI_MW
2006-11-10 01:00:00,9707.0
2006-11-10 02:00:00,9175.0
2006-11-10 03:00:00,8822.0
2006-11-10 04:00:00,8667.0
2006-11-10 05:00:00,8623.0
2006-11-10 06:00:00,8856.0
2006-11-10 07:00:00,9592.0
2006-11-10 08:00:00,10716.0
2006-11-10 09:00:00,11376.0
2006-11-10 10:00:00,11834.0
2006-11-10 11:00:00,12005.0
2006-11-10 12:00:00,12158.0
2006-11-10 13:00:00,12258.0
2006-11-10 14:00:00,12230.0
2006-11-10 15:00:00,12284.0
2006-11-10 16:00:00,12294.0
2006-11-10 17:00:00,12544.0
2006-11-10 18:00:00,13074.0
2006-11-10 19:00:00,13206.0
2006-11-10 20:00:00,13099.0
2006-11-10 21:00:00,12812.0
2006-11-10 22:00:00,12421.0
2006-11-10 23:00:00,11907.0
2006-11-10 00:00:00,10573.0
