Datetime,NI_MW
2008-04-11 01:00:00,10120.0
2008-04-11 02:00:00,9515.0
2008-04-11 03:00:00,9137.0
2008-04-11 04:00:00,8938.0
2008-04-11 05:00:00,8875.0
2008-04-11 06:00:00,9043.0
2008-04-11 07:00:00,9735.0
2008-04-11 08:00:00,10720.0
2008-04-11 09:00:00,11388.0
2008-04-11 10:00:00,11697.0
2008-04-11 11:00:00,11873.0
2008-04-11 12:00:00,12032.0
2008-04-11 13:00:00,11980.0
2008-04-11 14:00:00,11924.0
2008-04-11 15:00:00,11930.0
2008-04-11 16:00:00,11811.0
2008-04-11 17:00:00,11760.0
2008-04-11 18:00:00,11771.0
2008-04-11 19:00:00,11807.0
2008-04-11 20:00:00,11799.0
2008-04-11 21:00:00,12067.0
2008-04-11 22:00:00,12072.0
2008-04-11 23:00:00,11688.0
2008-04-11 00:00:00,11055.0
