Datetime,NI_MW
2006-03-02 01:00:00,10379.0
2006-03-02 02:00:00,9844.0
2006-03-02 03:00:00,9539.0
2006-03-02 04:00:00,9384.0
2006-03-02 05:00:00,9354.0
2006-03-02 06:00:00,9639.0
2006-03-02 07:00:00,10459.0
2006-03-02 08:00:00,11645.0
2006-03-02 09:00:00,12310.0
2006-03-02 10:00:00,12709.0
2006-03-02 11:00:00,12851.0
2006-03-02 12:00:00,12992.0
2006-03-02 13:00:00,12987.0
2006-03-02 14:00:00,12906.0
2006-03-02 15:00:00,12892.0
2006-03-02 16:00:00,12852.0
2006-03-02 17:00:00,12814.0
2006-03-02 18:00:00,12911.0
2006-03-02 19:00:00,13295.0
2006-03-02 20:00:00,13633.0
2006-03-02 21:00:00,13446.0
2006-03-02 22:00:00,13114.0
2006-03-02 23:00:00,12514.0
2006-03-02 00:00:00,11320.0
