Datetime,NI_MW
2010-07-06 01:00:00,13640.0
2010-07-06 02:00:00,12857.0
2010-07-06 03:00:00,12170.0
2010-07-06 04:00:00,11667.0
2010-07-06 05:00:00,11437.0
2010-07-06 06:00:00,11522.0
2010-07-06 07:00:00,11927.0
2010-07-06 08:00:00,13030.0
2010-07-06 09:00:00,14308.0
2010-07-06 10:00:00,15498.0
2010-07-06 11:00:00,16845.0
2010-07-06 12:00:00,18015.0
2010-07-06 13:00:00,18917.0
2010-07-06 14:00:00,19668.0
2010-07-06 15:00:00,20217.0
2010-07-06 16:00:00,20578.0
2010-07-06 17:00:00,20725.0
2010-07-06 18:00:00,20795.0
2010-07-06 19:00:00,20541.0
2010-07-06 20:00:00,19703.0
2010-07-06 21:00:00,18650.0
2010-07-06 22:00:00,17984.0
2010-07-06 23:00:00,17184.0
2010-07-06 00:00:00,15082.0
