Datetime,NI_MW
2009-04-18 01:00:00,9152.0
2009-04-18 02:00:00,8570.0
2009-04-18 03:00:00,8240.0
2009-04-18 04:00:00,7976.0
2009-04-18 05:00:00,7939.0
2009-04-18 06:00:00,7945.0
2009-04-18 07:00:00,8196.0
2009-04-18 08:00:00,8251.0
2009-04-18 09:00:00,8642.0
2009-04-18 10:00:00,9098.0
2009-04-18 11:00:00,9385.0
2009-04-18 12:00:00,9638.0
2009-04-18 13:00:00,9682.0
2009-04-18 14:00:00,9631.0
2009-04-18 15:00:00,9492.0
2009-04-18 16:00:00,9382.0
2009-04-18 17:00:00,9332.0
2009-04-18 18:00:00,9300.0
2009-04-18 19:00:00,9401.0
2009-04-18 20:00:00,9527.0
2009-04-18 21:00:00,9835.0
2009-04-18 22:00:00,10077.0
2009-04-18 23:00:00,9776.0
2009-04-18 00:00:00,9866.0
