Datetime,NI_MW
2009-01-24 01:00:00,11753.0
2009-01-24 02:00:00,11319.0
2009-01-24 03:00:00,10970.0
2009-01-24 04:00:00,10894.0
2009-01-24 05:00:00,10814.0
2009-01-24 06:00:00,10950.0
2009-01-24 07:00:00,11259.0
2009-01-24 08:00:00,11715.0
2009-01-24 09:00:00,11922.0
2009-01-24 10:00:00,12189.0
2009-01-24 11:00:00,12371.0
2009-01-24 12:00:00,12440.0
2009-01-24 13:00:00,12373.0
2009-01-24 14:00:00,12136.0
2009-01-24 15:00:00,11977.0
2009-01-24 16:00:00,11800.0
2009-01-24 17:00:00,11880.0
2009-01-24 18:00:00,12273.0
2009-01-24 19:00:00,13383.0
2009-01-24 20:00:00,13611.0
2009-01-24 21:00:00,13547.0
2009-01-24 22:00:00,13376.0
2009-01-24 23:00:00,13095.0
2009-01-24 00:00:00,12459.0
